
id,conversation_id,pet_id
206,208433,296320
207,208434,296319
208,208435,296318
209,208436,296312
210,208436,296313
211,208437,296311
212,208438,296310
213,208439,296307
214,208439,296308
215,208439,296309
216,208440,296303
217,208441,296299
218,208442,296298
219,208443,296296
220,208443,296297
221,208444,296295
222,208445,296294
223,208446,296291
224,208446,296292
225,208447,296290
226,208448,296288
227,208448,296286
228,208448,296287
229,208449,296284
230,208450,296281
231,208451,296280
232,208451,296278
233,208451,296279
234,208452,296275
235,208452,296276
236,208452,296277
237,208453,296274
238,208454,296273
239,208455,296271
240,208456,296269
241,208456,296270
242,208457,296267
243,208458,296265
244,208458,296266
245,208459,296265
246,208459,296266
247,208460,296262
248,208460,296263
249,208461,296260
250,208461,296261
251,208462,296258
252,208462,296259
253,208463,296256
254,208463,296257
255,208464,296254
256,208465,296252
257,208465,296253
258,208466,296251
259,208467,296245
260,208468,296243
261,208468,296244
262,208469,296242
263,208470,296241
264,208471,296240
265,208471,296238
266,208471,296239
267,208472,296232
268,208472,296233
269,208472,296234
270,208473,296231
271,208474,296229
272,208474,296230
273,208475,296229
274,208475,296230
275,208476,296226
276,208477,296224
277,208477,296225
278,208477,296223
279,208478,296222
280,208479,296219
281,208480,296218
282,208481,296216
283,208481,296217
284,208482,296214
285,208482,296215
286,208483,296212
287,208483,296213
288,208484,296211
289,208485,296210
290,208486,296208
291,208486,296209
292,208487,296206
293,208487,296207
294,208488,296202
295,208489,296200
296,208489,296201
297,208490,296196
298,208491,296195
299,208492,296194
300,208493,296192
301,208494,296190
302,208495,296184
303,208495,296185
304,208495,296183
305,208496,296181
306,208496,296182
307,208497,296179
308,208498,296176
309,208498,296175
310,208499,296174
311,208500,296170
312,208501,296168
313,208501,296169
314,208502,296166
315,208502,296167
316,208503,296165
317,208504,296164
318,208505,296162
319,208505,296163
320,208506,296161
321,208507,296157
322,208508,296156
323,208509,296154
324,208509,296155
325,208510,296152
326,208510,296151
327,208511,296150
328,208512,296149
329,208513,296147
330,208514,296146
331,208515,296144
332,208515,296143
333,208516,296142
334,208517,296141
335,208518,296140
336,208519,296138
337,208519,296139
338,208520,296135
339,208521,296134
340,208522,296132
341,208522,296133
342,208523,296130
343,208523,296131
344,208524,296128
345,208525,296126
346,208525,296127
347,208526,296123
348,208527,296121
349,208527,296122
350,208528,296120
351,208529,296119
352,208530,296118
353,208531,296117
354,208532,296116
355,208533,296113
356,208533,296114
357,208533,296115
358,208534,296112
359,208534,296111
360,208535,296112
361,208535,296111
362,208536,296110
363,208537,296107
364,208537,296108
365,208538,296106
366,208539,296106
367,208540,296104
368,208541,296103
369,208542,296102
370,208543,296100
371,208543,296101
372,208544,296099
373,208545,296097
374,208545,296098
375,208546,296096
376,208547,296093
377,208547,296094
378,208547,296095
379,208548,296092
380,208549,296091
381,208550,296091
382,208551,296090
383,208552,296088
384,208552,296089
385,208553,296086
386,208553,296087
387,208554,296085
388,208555,296082
389,208555,296083
390,208556,296081
391,208557,296080
392,208557,296079
393,208558,296078
394,208559,296076
395,208560,296075
396,208561,296074
397,208562,296072
398,208562,296073
399,208563,296072
400,208563,296073
401,208564,296069
402,208564,296070
403,208565,296069
404,208565,296070
405,208566,296068
406,208567,296067
407,208568,296066
408,208569,296064
409,208569,296065
410,208570,296062
411,208570,296063
412,208571,296059
413,208571,296060
414,208572,296058
415,208573,296056
416,208573,296057
417,208573,296055
418,208574,296053
419,208574,296054
420,208575,296052
421,208576,296048
422,208576,296047
423,208577,296046
424,208578,296041
425,208578,296042
426,208578,296043
427,208579,296037
428,208579,296038
429,208579,296039
430,208580,296036
431,208581,296035
432,208582,296034
433,208583,296033
434,208584,296032
435,208584,296031
436,208585,296030
437,208586,296029
438,208587,296027
439,208587,296028
440,208588,296026
441,208589,296025
442,208590,296024
443,208591,296023
444,208592,296021
445,208592,296022
446,208593,296019
447,208593,296020
448,208594,296015
449,208595,296012
450,208595,296013
451,208595,296014
452,208596,296011
453,208597,296009
454,208597,296010
455,208598,296008
456,208599,296007
457,208600,296003
458,208601,296002
459,208602,296001
460,208603,296000
461,208604,295996
462,208604,295997
463,208605,295994
464,208605,295995
465,208606,295992
466,208606,295993
467,208606,295991
468,208607,295989
469,208607,295990
470,208608,295987
471,208609,295986
472,208610,295984
473,208610,295985
474,208610,295983
475,208611,295981
476,208611,295982
477,208612,295978
478,208613,295976
479,208613,295977
480,208613,295975
481,208614,295974
482,208615,295971
483,208615,295972
484,208615,295973
485,208616,295970
486,208617,295969
487,208618,295968
488,208619,295967
489,208620,295966
490,208621,295965
491,208622,295963
492,208622,295964
493,208623,295962
494,208624,295961
495,208625,295960
496,208626,295958
497,208626,295959
498,208627,295957
499,208628,295953
500,208628,295954
501,208629,295952
502,208630,295952
503,208631,295951
504,208632,295948
505,208633,295948
506,208634,295947
507,208635,295945
508,208635,295946
509,208636,295943
510,208637,295942
511,208638,295942
512,208639,295941
513,208640,295939
514,208640,295940
515,208641,295938
516,208642,295936
517,208642,295934
518,208642,295935
519,208643,295932
520,208644,295924
521,208645,295922
522,208645,295923
523,208646,295920
524,208646,295921
525,208646,295919
526,208647,295918
527,208648,295916
528,208649,295914
529,208649,295915
530,208650,295913
531,208651,295913
532,208652,295912
533,208652,295911
534,208653,295909
535,208653,295910
536,208654,295906
537,208655,295905
538,208656,295904
539,208657,295902
540,208657,295903
541,208658,295901
542,208659,295894
543,208660,295892
544,208660,295893
545,208661,295890
546,208661,295891
547,208662,295888
548,208663,295885
549,208664,295884
550,208665,295882
551,208665,295883
552,208666,295881
553,208667,295880
554,208668,295879
555,208669,295875
556,208669,295876
557,208669,295877
558,208670,295874
559,208671,295873
560,208672,295871
561,208673,295871
562,208674,295870
563,208675,295869
564,208676,295866
565,208676,295867
566,208677,295864
567,208678,295861
568,208678,295862
569,208679,295860
570,208680,295860
571,208681,295859
572,208682,295856
573,208682,295857
574,208683,295853
575,208684,295852
576,208685,295851
577,208686,295849
578,208686,295850
579,208687,295846
580,208687,295847
581,208688,295845
582,208689,295842
583,208690,295841
584,208691,295835
585,208692,295832
586,208692,295831
587,208693,295830
588,208694,295829
589,208695,295827
590,208695,295828
591,208696,295825
592,208696,295826
593,208697,295824
594,208698,295821
595,208699,295820
596,208700,295818
597,208700,295819
598,208701,295816
599,208701,295817
600,208702,295815
601,208703,295814
602,208704,295812
603,208704,295813
604,208705,295809
605,208705,295810
606,208705,295811
607,208706,295806
608,208707,295804
609,208707,295805
610,208708,295801
611,208708,295802
612,208708,295803
613,208709,295800
614,208710,295798
615,208710,295799
616,208711,295795
617,208711,295796
618,208712,295792
619,208712,295793
620,208712,295794
621,208713,295790
622,208713,295791
623,208714,295787
624,208714,295788
625,208714,295789
626,208715,295786
627,208716,295783
628,208717,295782
629,208718,295781
630,208719,295778
631,208720,295776
632,208720,295777
633,208721,295774
634,208721,295775
635,208722,295773
636,208723,295772
637,208724,295771
638,208725,295770
639,208726,295768
640,208726,295769
641,208726,295767
642,208727,295766
643,208728,295766
644,208729,295765
645,208730,295764
646,208731,295757
647,208731,295758
648,208731,295759
649,208732,295756
650,208733,295755
651,208734,295754
652,208735,295754
653,208736,295753
654,208737,295752
655,208738,295750
656,208738,295751
657,208739,295749
658,208740,295748
659,208741,295746
660,208741,295747
661,208742,295744
662,208742,295745
663,208743,295743
664,208744,295743
665,208745,295742
666,208746,295740
667,208746,295741
668,208747,295739
669,208748,295738
670,208749,295737
671,208750,295736
672,208751,295735
673,208752,295735
674,208753,295734
675,208754,295732
676,208754,295733
677,208755,295729
678,208755,295730
679,208755,295731
680,208756,295725
681,208757,295721
682,208757,295722
683,208757,295723
684,208758,295719
685,208759,295716
686,208760,295713
687,208761,295712
688,208761,295711
689,208762,295709
690,208762,295710
691,208763,295707
692,208764,295706
693,208765,295705
694,208766,295704
695,208766,295703
696,208767,295702
697,208768,295701
698,208769,295697
699,208770,295696
700,208771,295695
701,208772,295694
702,208773,295694
703,208774,295692
704,208774,295693
705,208775,295690
706,208776,295688
707,208776,295689
708,208777,295687
709,208778,295685
710,208778,295686
711,208779,295682
712,208779,295683
713,208780,295682
714,208780,295683
715,208781,295679
716,208782,295678
717,208783,295678
718,208784,295677
719,208785,295675
720,208785,295676
721,208786,295673
722,208786,295674
723,208787,295672
724,208788,295670
725,208788,295671
726,208789,295668
727,208789,295669
728,208790,295665
729,208790,295666
730,208790,295667
731,208791,295664
732,208791,295663
733,208792,295662
734,208793,295660
735,208793,295661
736,208794,295659
737,208795,295656
738,208795,295657
739,208795,295658
740,208796,295654
741,208796,295655
742,208797,295652
743,208797,295653
744,208798,295649
745,208798,295650
746,208798,295651
747,208799,295648
748,208800,295647
749,208801,295642
750,208801,295643
751,208801,295644
752,208802,295640
753,208802,295641
754,208803,295636
755,208804,295635
756,208805,295632
757,208805,295633
758,208805,295634
759,208806,295631
760,208807,295630
761,208808,295629
762,208809,295626
763,208810,295626
764,208811,295625
765,208812,295623
766,208813,295621
767,208813,295622
768,208814,295620
769,208815,295619
770,208816,295617
771,208816,295618
772,208817,295614
773,208818,295613
774,208819,295612
775,208820,295610
776,208820,295611
777,208821,295608
778,208822,295607
779,208823,295606
780,208824,295605
781,208825,295604
782,208826,295602
783,208826,295603
784,208827,295600
785,208827,295601
786,208828,295598
787,208828,295599
788,208829,295596
789,208829,295597
790,208830,295592
791,208830,295591
792,208831,295592
793,208831,295591
794,208832,295590
795,208833,295588
796,208833,295589
797,208834,295586
798,208834,295587
799,208835,295584
800,208835,295585
801,208836,295582
802,208836,295583
803,208837,295579
804,208837,295580
805,208837,295581
806,208838,295578
807,208839,295577
808,208840,295576
809,208841,295573
810,208841,295574
811,208841,295575
812,208842,295571
813,208842,295572
814,208843,295570
815,208844,295568
816,208844,295569
817,208845,295567
818,208846,295567
819,208847,295566
820,208848,295562
821,208849,295561
822,208850,295560
823,208851,295558
824,208852,295558
825,208853,295558
826,208854,295556
827,208854,295557
828,208855,295553
829,208855,295554
830,208855,295555
831,208856,295552
832,208857,295550
833,208857,295551
834,208858,295549
835,208859,295547
836,208859,295548
837,208860,295546
838,208861,295542
839,208862,295541
840,208863,295540
841,208864,295539
842,208865,295536
843,208865,295537
844,208865,295538
845,208866,295534
846,208866,295535
847,208867,295534
848,208867,295535
849,208868,295532
850,208868,295533
851,208869,295531
852,208870,295530
853,208871,295528
854,208871,295529
855,208872,295522
856,208873,295520
857,208873,295521
858,208874,295517
859,208875,295515
860,208875,295516
861,208876,295514
862,208877,295512
863,208877,295513
864,208878,295510
865,208879,295508
866,208879,295509
867,208880,295507
868,208881,295506
869,208882,295501
870,208882,295502
871,208883,295499
872,208884,295496
873,208884,295497
874,208884,295498
875,208885,295495
876,208886,295494
877,208887,295492
878,208887,295493
879,208888,295491
880,208889,295488
881,208889,295489
882,208889,295490
883,208890,295485
884,208890,295486
885,208890,295487
886,208891,295482
887,208891,295483
888,208891,295484
889,208892,295480
890,208892,295481
891,208893,295478
892,208894,295477
893,208895,295476
894,208896,295475
895,208897,295473
896,208897,295474
897,208898,295472
898,208898,295471
899,208899,295469
900,208899,295470
901,208900,295466
902,208900,295467
903,208901,295464
904,208901,295465
905,208902,295463
906,208903,295462
907,208904,295459
908,208904,295460
909,208904,295461
910,208905,295457
911,208906,295456
912,208907,295453
913,208907,295454
914,208907,295455
915,208908,295451
916,208909,295450
917,208910,295449
918,208911,295448
919,208912,295446
920,208912,295447
921,208913,295443
922,208914,295441
923,208915,295440
924,208915,295439
925,208916,295438
926,208917,295436
927,208918,295434
928,208918,295435
929,208919,295432
930,208919,295433
931,208920,295431
932,208921,295429
933,208921,295430
934,208922,295429
935,208922,295430
936,208923,295428
937,208924,295426
938,208924,295427
939,208925,295425
940,208926,295421
941,208927,295416
942,208927,295417
943,208928,295413
944,208928,295414
945,208928,295415
946,208929,295412
947,208930,295409
948,208931,295408
949,208932,295405
950,208932,295406
951,208932,295407
952,208933,295404
953,208934,295403
954,208935,295403
955,208936,295402
956,208937,295400
957,208937,295401
958,208937,295399
959,208938,295396
960,208939,295394
961,208939,295395
962,208940,295392
963,208940,295393
964,208941,295391
965,208942,295389
966,208943,295387
967,208943,295388
968,208944,295385
969,208944,295386
970,208945,295381
971,208945,295382
972,208946,295379
973,208946,295380
974,208947,295379
975,208947,295380
976,208948,295378
977,208949,295378
978,208950,295378
979,208951,295374
980,208951,295375
981,208952,295373
982,208953,295372
983,208954,295371
984,208955,295370
985,208956,295369
986,208957,295368
987,208958,295368
988,208959,295366
989,208959,295367
990,208960,295365
991,208961,295363
992,208961,295364
993,208962,295363
994,208962,295364
995,208963,295361
996,208963,295362
997,208964,295360
998,208965,295359
999,208966,295358
1000,208967,295357
1001,208968,295356
1002,208969,295355
1003,208970,295353
1004,208970,295354
1005,208971,295352
1006,208972,295351
1007,208973,295350
1008,208974,295348
1009,208974,295349
1010,208975,295348
1011,208975,295349
1012,208976,295347
1013,208977,295345
1014,208977,295346
1015,208978,295344
1016,208979,295342
1017,208979,295343
1018,208980,295341
1019,208981,295339
1020,208982,295337
1021,208982,295338
1022,208983,295335
1023,208984,295334
1024,208985,295334
1025,208986,295333
1026,208987,295331
1027,208988,295328
1028,208988,295329
1029,208989,295326
1030,208990,295326
1031,208991,295325
1032,208992,295322
1033,208993,295321
1034,208994,295320
1035,208995,295319
1036,208996,295318
1037,208997,295315
1038,208997,295316
1039,208997,295317
1040,208998,295313
1041,208999,295312
1042,209000,295311
1043,209001,295309
1044,209001,295310
1045,209002,295309
1046,209002,295310
1047,209003,295308
1048,209004,295304
1049,209004,295305
1050,209004,295306
1051,209005,295300
1052,209005,295301
1053,209006,295299
1054,209007,295297
1055,209007,295298
1056,209008,295296
1057,209008,295295
1058,209009,295294
1059,209010,295293
1060,209011,295292
1061,209012,295288
1062,209012,295289
1063,209012,295290
1064,209013,295285
1065,209013,295286
1066,209013,295287
1067,209014,295284
1068,209015,295283
1069,209016,295282
1070,209017,295280
1071,209017,295281
1072,209018,295278
1073,209018,295279
1074,209019,295275
1075,209019,295276
1076,209019,295277
1077,209020,295274
1078,209021,295272
1079,209022,295271
1080,209023,295270
1081,209024,295270
1082,209025,295269
1083,209026,295268
1084,209027,295267
1085,209028,295265
1086,209028,295266
1087,209029,295264
1088,209030,295261
1089,209030,295262
1090,209030,295263
1091,209031,295258
1092,209031,295259
1093,209031,295260
1094,209032,295257
1095,209033,295257
1096,209034,295254
1097,209035,295253
1098,209036,295251
1099,209036,295252
1100,209037,295250
1101,209038,295249
1102,209039,295245
1103,209039,295246
1104,209040,295244
1105,209041,295242
1106,209041,295243
1107,209042,295241
1108,209043,295240
1109,209043,295239
1110,209044,295234
1111,209045,295234
1112,209046,295233
1113,209047,295229
1114,209047,295230
1115,209047,295231
1116,209048,295227
1117,209048,295228
1118,209049,295224
1119,209050,295223
1120,209051,295221
1121,209051,295222
1122,209052,295219
1123,209052,295220
1124,209053,295218
1125,209054,295216
1126,209054,295217
1127,209055,295215
1128,209056,295214
1129,209057,295213
1130,209058,295212
1131,209059,295210
1132,209059,295211
1133,209060,295209
1134,209061,295208
1135,209062,295204
1136,209062,295205
1137,209063,295203
1138,209064,295201
1139,209065,295200
1140,209066,295198
1141,209066,295199
1142,209067,295195
1143,209067,295196
1144,209067,295197
1145,209068,295194
1146,209069,295193
1147,209070,295192
1148,209070,295190
1149,209070,295191
1150,209071,295189
1151,209072,295188
1152,209073,295186
1153,209073,295187
1154,209074,295184
1155,209074,295185
1156,209075,295182
1157,209076,295180
1158,209076,295181
1159,209077,295179
1160,209078,295176
1161,209078,295177
1162,209078,295175
1163,209079,295173
1164,209079,295174
1165,209080,295169
1166,209080,295170
1167,209080,295171
1168,209081,295168
1169,209082,295163
1170,209082,295164
1171,209083,295161
1172,209083,295162
1173,209084,295160
1174,209085,295155
1175,209086,295155
1176,209087,295154
1177,209088,295153
1178,209089,295152
1179,209089,295151
1180,209090,295152
1181,209090,295151
1182,209091,295150
1183,209092,295149
1184,209093,295148
1185,209094,295146
1186,209095,295144
1187,209095,295145
1188,209096,295137
1189,209096,295138
1190,209096,295139
1191,209097,295136
1192,209098,295134
1193,209098,295135
1194,209099,295132
1195,209099,295133
1196,209100,295130
1197,209100,295131
1198,209101,295128
1199,209101,295129
1200,209102,295127
1201,209103,295122
1202,209103,295123
1203,209104,295121
1204,209105,295120
1205,209106,295119
1206,209107,295118
1207,209108,295115
1208,209108,295116
1209,209108,295117
1210,209109,295114
1211,209110,295113
1212,209111,295113
1213,209112,295110
1214,209113,295110
1215,209114,295109
1216,209115,295108
1217,209116,295108
1218,209117,295107
1219,209118,295104
1220,209118,295105
1221,209118,295106
1222,209119,295103
1223,209120,295103
1224,209121,295101
1225,209121,295102
1226,209122,295101
1227,209122,295102
1228,209123,295101
1229,209123,295102
1230,209124,295100
1231,209125,295098
1232,209125,295099
1233,209126,295097
1234,209127,295092
1235,209127,295093
1236,209127,295094
1237,209128,295091
1238,209129,295091
1239,209130,295090
1240,209131,295088
1241,209131,295089
1242,209131,295087
1243,209132,295085
1244,209133,295083
1245,209133,295084
1246,209134,295082
1247,209135,295081
1248,209136,295080
1249,209137,295079
1250,209138,295066
1251,209138,295067
1252,209139,295064
1253,209139,295065
1254,209140,295060
1255,209140,295061
1256,209141,295056
1257,209141,295055
1258,209142,295053
1259,209142,295054
1260,209143,295052
1261,209144,295051
1262,209145,295050
1263,209146,295048
1264,209146,295047
1265,209147,295044
1266,209147,295045
1267,209148,295042
1268,209148,295043
1269,209149,295041
1270,209150,295040
1271,209151,295039
1272,209152,295036
1273,209152,295037
1274,209152,295038
1275,209153,295033
1276,209153,295034
1277,209153,295035
1278,209154,295032
1279,209155,295031
1280,209156,295030
1281,209157,295028
1282,209158,295026
1283,209158,295027
1284,209159,295025
1285,209160,295024
1286,209161,295023
1287,209162,295020
1288,209162,295021
1289,209162,295022
1290,209163,295019
1291,209164,295018
1292,209165,295014
1293,209166,295013
1294,209167,295008
1295,209167,295009
1296,209167,295007
1297,209168,295005
1298,209168,295006
1299,209169,295004
1300,209170,295002
1301,209170,295003
1302,209171,295000
1303,209171,295001
1304,209172,294997
1305,209172,294998
1306,209172,294999
1307,209173,294996
1308,209174,294994
1309,209175,294992
1310,209175,294993
1311,209175,294991
1312,209176,294989
1313,209176,294990
1314,209177,294987
1315,209177,294988
1316,209178,294984
1317,209178,294983
1318,209179,294982
1319,209180,294982
1320,209181,294982
1321,209182,294981
1322,209183,294977
1323,209183,294978
1324,209184,294976
1325,209184,294975
1326,209185,294972
1327,209185,294973
1328,209185,294974
1329,209186,294968
1330,209186,294969
1331,209187,294967
1332,209188,294965
1333,209188,294966
1334,209189,294963
1335,209189,294964
1336,209190,294962
1337,209191,294958
1338,209192,294957
1339,209193,294957
1340,209194,294956
1341,209195,294954
1342,209195,294955
1343,209196,294953
1344,209197,294952
1345,209198,294950
1346,209198,294951
1347,209199,294949
1348,209200,294949
1349,209201,294946
1350,209202,294944
1351,209202,294945
1352,209203,294941
1353,209203,294942
1354,209204,294939
1355,209204,294940
1356,209205,294938
1357,209206,294934
1358,209207,294931
1359,209207,294932
1360,209208,294930
1361,209209,294929
1362,209210,294928
1363,209211,294926
1364,209211,294927
1365,209212,294923
1366,209212,294924
1367,209212,294925
1368,209213,294922
1369,209214,294920
1370,209214,294921
1371,209214,294919
1372,209215,294917
1373,209215,294918
1374,209216,294916
1375,209217,294912
1376,209217,294913
1377,209217,294911
1378,209218,294910
1379,209219,294909
1380,209220,294908
1381,209221,294907
1382,209222,294904
1383,209222,294905
1384,209222,294906
1385,209223,294897
1386,209223,294898
1387,209224,294897
1388,209224,294898
1389,209225,294896
1390,209226,294895
1391,209227,294892
1392,209227,294893
1393,209227,294894
1394,209228,294888
1395,209228,294887
1396,209229,294885
1397,209229,294886
1398,209230,294883
1399,209230,294884
1400,209231,294882
1401,209232,294880
1402,209233,294878
1403,209233,294879
1404,209234,294877
1405,209235,294875
1406,209235,294876
1407,209236,294874
1408,209237,294872
1409,209237,294873
1410,209238,294869
1411,209238,294870
1412,209238,294871
1413,209239,294865
1414,209240,294864
1415,209240,294863
1416,209241,294860
1417,209242,294858
1418,209243,294857
1419,209244,294853
1420,209244,294854
1421,209245,294849
1422,209246,294848
1423,209247,294847
1424,209248,294846
1425,209249,294845
1426,209250,294844
1427,209251,294844
1428,209252,294840
1429,209252,294841
1430,209253,294839
1431,209254,294838
1432,209255,294837
1433,209256,294836
1434,209257,294835
1435,209258,294833
1436,209258,294834
1437,209259,294833
1438,209259,294834
1439,209260,294832
1440,209260,294831
1441,209261,294832
1442,209261,294831
1443,209262,294830
1444,209263,294829
1445,209264,294828
1446,209265,294826
1447,209266,294820
1448,209266,294821
1449,209266,294822
1450,209267,294819
1451,209268,294816
1452,209269,294814
1453,209269,294815
1454,209270,294811
1455,209270,294812
1456,209270,294813
1457,209271,294811
1458,209271,294812
1459,209271,294813
1460,209272,294810
1461,209273,294809
1462,209274,294808
1463,209275,294807
1464,209276,294804
1465,209276,294805
1466,209277,294803
1467,209278,294800
1468,209278,294799
1469,209279,294798
1470,209280,294796
1471,209281,294794
1472,209281,294795
1473,209282,294792
1474,209283,294790
1475,209283,294791
1476,209284,294788
1477,209284,294789
1478,209285,294786
1479,209286,294784
1480,209286,294785
1481,209287,294782
1482,209287,294783
1483,209288,294781
1484,209289,294780
1485,209290,294778
1486,209290,294779
1487,209291,294776
1488,209291,294775
1489,209292,294774
1490,209293,294773
1491,209294,294768
1492,209295,294765
1493,209295,294766
1494,209295,294767
1495,209296,294763
1496,209296,294764
1497,209297,294763
1498,209297,294764
1499,209298,294762
1500,209299,294757
1501,209300,294757
1502,209301,294756
1503,209302,294755
1504,209303,294754
1505,209304,294753
1506,209305,294752
1507,209306,294752
1508,209307,294749
1509,209307,294750
1510,209307,294751
1511,209308,294746
1512,209308,294747
1513,209308,294748
1514,209309,294745
1515,209310,294744
1516,209311,294741
1517,209311,294742
1518,209312,294740
1519,209313,294737
1520,209313,294738
1521,209313,294739
1522,209314,294736
1523,209314,294734
1524,209314,294735
1525,209315,294736
1526,209315,294734
1527,209315,294735
1528,209316,294733
1529,209317,294728
1530,209317,294729
1531,209317,294727
1532,209318,294726
1533,209319,294723
1534,209319,294724
1535,209319,294725
1536,209320,294722
1537,209321,294720
1538,209321,294721
1539,209322,294719
1540,209323,294717
1541,209323,294718
1542,209324,294715
1543,209325,294714
1544,209326,294712
1545,209326,294713
1546,209326,294711
1547,209327,294709
1548,209327,294710
1549,209328,294707
1550,209328,294708
1551,209329,294706
1552,209330,294706
1553,209331,294705
1554,209332,294700
1555,209332,294701
1556,209332,294702
1557,209333,294699
1558,209334,294697
1559,209334,294698
1560,209335,294696
1561,209335,294695
1562,209336,294693
1563,209336,294694
1564,209337,294692
1565,209338,294691
1566,209339,294690
1567,209340,294688
1568,209340,294689
1569,209341,294686
1570,209341,294687
1571,209342,294683
1572,209343,294681
1573,209343,294682
1574,209344,294680
1575,209344,294679
1576,209345,294678
1577,209346,294677
1578,209347,294674
1579,209347,294675
1580,209347,294676
1581,209348,294671
1582,209349,294670
1583,209350,294669
1584,209351,294669
1585,209352,294668
1586,209353,294666
1587,209353,294667
1588,209354,294664
1589,209355,294663
1590,209356,294661
1591,209356,294662
1592,209357,294657
1593,209358,294656
1594,209359,294651
1595,209359,294652
1596,209360,294649
1597,209360,294650
1598,209361,294648
1599,209361,294647
1600,209362,294645
1601,209362,294646
1602,209363,294642
1603,209364,294640
1604,209365,294639
1605,209366,294638
1606,209367,294635
1607,209367,294636
1608,209367,294637
1609,209368,294632
1610,209369,294630
1611,209370,294630
1612,209371,294629
1613,209372,294626
1614,209373,294624
1615,209373,294625
1616,209374,294622
1617,209374,294623
1618,209375,294620
1619,209375,294621
1620,209376,294618
1621,209376,294619
1622,209377,294614
1623,209377,294615
1624,209378,294612
1625,209379,294612
1626,209380,294611
1627,209381,294610
1628,209382,294609
1629,209383,294608
1630,209383,294607
1631,209384,294606
1632,209385,294605
1633,209386,294603
1634,209386,294604
1635,209387,294601
1636,209387,294602
1637,209388,294600
1638,209389,294599
1639,209390,294594
1640,209390,294595
1641,209390,294596
1642,209391,294592
1643,209391,294593
1644,209392,294590
1645,209392,294591
1646,209393,294588
1647,209393,294589
1648,209394,294586
1649,209394,294587
1650,209395,294585
1651,209396,294584
1652,209396,294582
1653,209396,294583
1654,209397,294581
1655,209398,294580
1656,209399,294579
1657,209400,294576
1658,209400,294577
1659,209401,294574
1660,209401,294575
1661,209402,294572
1662,209402,294573
1663,209403,294570
